"Accepts_Med","THCIC_ID","Per_MedMed","lon","lat","scaled_ppd","total_pop","weighted_median_income"
TRUE,"975469",0.341770263550472,"-97.2920772503601","30.10328875",5.3498,41337,87705.360533758
TRUE,"975470",0.261996904024768,"−97.9693","30.2896",3.4772,0,NA
TRUE,"975474",0.391290343361464,"-94.94421825","29.395411",4.7401,80924,67668.3293770125
TRUE,"975475",0.196470041802137,"-94.9823046341984","29.7698710138901",7.6752,127653,71258.6587746384
TRUE,"975476",0.397219132369299,"-98.1556","26.5225",21.3142,7553,49222.6533827618
TRUE,"975477",0.318375418314573,"-98.2024188332306","26.2612400566032",12.4303,323144,60349.2644120204
TRUE,"975478",0.35718907726155,"-98.25571","26.242422",17.9216,315170,61352.9899647743
TRUE,"975480",0.435824544446655,"-99.7665618119743","32.3862685782423",16.3726,107361,72686.8317663667
TRUE,"975481",0.271233315964568,"-95.4210269175824","29.7062271538462",8.5056,584521,94702.0724356554
TRUE,"975485",0.360591956948586,"-95.5624195017649","30.7079262365784",13.1679,62947,47836.2053104705
TRUE,"975488",0.431442799522297,"-95.1722551357689","29.8274332574729",10.4938,200715,60727.3781036557
TRUE,"975489",0.447144566518003,"-95.1483229264724","29.6503633741985",11.3279,317789,77041.5708133572
TRUE,"975490",0.376058363065126,"-95.2610","29.9670",7.074,221344,85249.8019352654
TRUE,"975491",0.237314408893841,"-99.483277","27.530644",36.7465,234935,62838.387025384
TRUE,"975492",0.223354555031375,"-99.466347","27.489701",40.3174,190526,53894.9591757719
TRUE,"975494",0.0752438094865831,"-101.86602402439","35.1693666097561",55.5742,186457,67511.7537317897
TRUE,"975495",0.128370290144217,"-101.941811656518","35.14751255",37.345,118818,77523.8258260533
TRUE,"975496",0.271851761550652,"-97.66106","32.74609",6.52,47774,116366.905398512
TRUE,"975497",0.340934283452098,"-101.905091220732","33.5013805489853",7.4324,189225,73549.8390164077
TRUE,"975498",0.323833649989445,"-101.956922795918","33.5214384285714",8.9602,188367,77011.9069928137
TRUE,"975499",0.352622061482821,"-95.1555676648891","29.6524952741877",3.848,349423,75236.9307164988
TRUE,"975500",0.224202147082451,"-95.1007883232781","29.479937764571",9.5776,211951,110235.550174488
TRUE,"975501",0.271591627319032,"-95.3911113976986","29.77434575",14.5815,553425,97494.9315600204
TRUE,"975502",0.227259545674239,"-95.8200","29.7590",15.1608,312583,126542.487082233
TRUE,"975503",0.271332069210713,"-95.6175","29.5825",11.7866,274953,116820.677290549
TRUE,"975504",0.233156699470098,"-95.5354765965677","30.08635225",12.419,279946,109824.118071968
TRUE,"975505",0.285871467866967,"-95.5853890985067","30.1905717464974",13.4017,167531,148263.664211219
TRUE,"975506",0.340790499610148,"-95.1717726015133","29.8294085505995",24.3146,199335,60842.6695897258
TRUE,"975507",0.260338229848167,"-95.1815080471035","30.0511727984296",11.057,192984,114172.169340444
TRUE,"975508",0.399737532808399,"-106.26566385941","31.7640541492162",3.3579,308365,65141.888432374
TRUE,"975509",0.337579318448884,"-94.1725","31.7895",4.6582,13681,53898.1919450333
TRUE,"975511",0.380142589995325,"-106.267066","31.792462",8.5323,257372,66054.8812895712
TRUE,"975512",0.456651466531554,"-98.143053948173","26.1944839969097",13.8168,256393,51080.94964611
TRUE,"975513",0.421066442741682,"-98.3189620215711","26.2003819502878",28.6384,203283,53378.0656425259
TRUE,"975514",0.402057491215444,"-97.9919304805002","26.172422471022",23.0627,151450,45356.0688880309
TRUE,"975516",0.384594696358453,"-98.1907314795918","26.305689744898",4.6436,225734,66110.2635694778
TRUE,"975517",0.401040498721801,"-98.2791414256186","26.1954382237818",5.2029,251176,58067.8335201471
TRUE,"975518",0.38999555922096,"-98.1537520093356","26.1986693329008",5.7222,271000,53914.104242191
TRUE,"975521",0.295636303301809,"-98.730702273889","29.7718009",12.6085,57170,114436.533986356
TRUE,"975522",0.407409793814433,"-97.51108","25.91796",4.1903,185666,47680.9269074525
TRUE,"975525",0.484273088649608,"-95.8985","33.2495",12.9639,16278,55215.2511979359
TRUE,"975529",0.342919465013489,"-95.6241","29.9812",11.9749,352413,101603.825982537
TRUE,"975537",0.312897477112307,"-96.4656890849756","32.7551877834611",41.0005,97466,102814.738734507
TRUE,"975538",0.34220834215541,"-97.4854434272272","32.761479372979",7.4333,150273,73878.7609912934
TRUE,"975541",0.338417256666446,"-97.0447824002903","32.64729155",14.0291,339724,84672.0748298708
TRUE,"975542",0.529080341609995,"-96.1164284869505","32.332254",23.449,32988,51926.1719913922
TRUE,"975543",0.444141508179279,"-97.6727765510204","26.1746490612245",10.5647,121829,50821.8697172199
TRUE,"975546",0.476801483143875,"-95.499828","29.7497792",9.8738,641656,93607.1570440561
TRUE,"975547",0.431351920042083,"-95.4201653505263","29.72965105",15.6875,606796,102179.069760992
TRUE,"975550",0.317771501356815,"-95.8271561792928","29.6970321",13.2633,223028,145722.639264335
TRUE,"975551",0.219445032832027,"-97.8641452526873","30.5460659",7.2375,171560,117910.86687964
TRUE,"975554",0.411315292130765,"-95.6175","29.5825",14.897,274953,116820.677290549
TRUE,"975555",0.397667549008325,"-95.3990793371445","29.5554739339147",15.8057,260554,97619.9084262246
TRUE,"975557",0.330014766827038,"-97.5949841747685","30.47055395",10.5702,255716,99862.376997047
TRUE,"975561",0.317901146743306,"-97.3242","27.8833",10.0689,26053,79450.8176828073
TRUE,"975562",0.211258144689998,"-96.8305551251207","33.2203493",4.4767,218837,144499.172808504
TRUE,"975563",0.508507193695207,"-96.125180269225","32.9033908085665",14.3127,28286,69955.5225906809
TRUE,"975564",0.355580713219781,"-96.7782286294584","32.5311541408627",9.5018,103451,81402.8312579915
TRUE,"975565",0.331305368769346,"-97.3904454285714","32.8809511428571",19.3488,197038,92941.7349529146
TRUE,"975566",0.372471886090563,"-98.4795102342585","29.493833194707",9.053,404149,58877.234151556
TRUE,"975568",0.377629063097514,"-98.3516128139199","29.4850770163225",13.672,264086,65057.6523274844
TRUE,"975571",0.473330846698993,"-95.45820","30.05030",1.8924,361036,88566.390356795
TRUE,"975572",0.432602708718452,"-95.4480042965941","30.0702721224229",14.0494,343213,93039.1698169537
TRUE,"975574",0.446739424551276,"−95.458143","30.222677",7.0615,0,NA
TRUE,"975576",0.317450184670102,"-96.5668152436457","33.0098171106267",14.9347,198420,118806.975861503
FALSE,"975578",0.00112986840356241,"-99.7575015714286","32.402711",23.0576,122481,68627.0906255145
FALSE,"975579",0.00375104195609892,"-99.751669122449","32.3960593673469",22.4509,120965,69825.0906113633
FALSE,"975580",0.000407166123778502,"-96.7000440604423","33.11608675",10.8014,393720,129341.451089799
FALSE,"975581",0.0006728569506123,"-101.938214796859","35.171499001072",10.7705,137683,75304.7799072643
FALSE,"975585",0.00906593406593407,"-95.4172343","29.1696333",9.8261,39935,81887.3885742977
FALSE,"975586",0.000146391450739277,"-97.1349908611773","32.6515022989154",8.4834,367038,85504.952402541
FALSE,"975594",0,"-97.739643","30.331257",14.7244,403559,91611.1218907976
TRUE,"975595",0.021589529078397,"-97.8680616","30.2000326",11.5196,224286,110871.20281948
TRUE,"975596",0.0296188666592154,"-97.8387156","30.3008125",12.0196,173174,137591.410709957
FALSE,"975597",0,"-97.5503288979592","32.9013648163265",6.9884,62942,91454.5942551104
FALSE,"975598",0.00442522377552047,"-97.3382509866235","30.10745505",27.5963,41252,88583.162459844
FALSE,"975602",0.00153344834195898,"-95.4727547777778","29.7057253333333",6.1466,641528,86224.5453158208
FALSE,"975603",0,"-97.4695263934615","32.6733473940274",5.5001,179131,81695.2659211751
FALSE,"975605",0.00134348410210479,"-96.33230525","30.67256505",29.0632,156395,51713.5103414337
TRUE,"975609",0.0298888998131944,"-98.2423365477735","29.5747703723718",11.1872,142236,92685.113739602
FALSE,"975610",0.00794808225171358,"-96.3188451","30.6148817",19.6883,192472,60857.2456984232
FALSE,"975612",0.00121451343555488,"-96.9935452432432","32.9626584324324",10.0393,250429,104254.955055682
FALSE,"975614",0.00166081124241456,"-97.5852134328943","27.8450812122869",23.436,51338,78222.1114399749
FALSE,"975615",0.00402504472271914,"-97.3854098259536","27.6864691797327",20.2056,225700,72177.8436503934
FALSE,"975616",0.00257307533964594,"-97.3787406690689","27.7256906015461",14.3066,254936,67270.4758648762
FALSE,"975617",0.00376540392514833,"-97.3332981140776","27.6902399739635",12.659,185120,75878.091662701
FALSE,"975620",0.000240847784200385,"-97.2218964489796","27.6203555510204",6.7679,29175,81363.4109708315
TRUE,"975621",0.0343969368219528,"-97.3946293882263","27.668128276205",19.8522,200620,73770.5646891609
FALSE,"975622",0.00236606388372486,"-95.6814300663596","29.9750404170991",10.3876,279520,119815.963231154
FALSE,"975623",0,"-96.818573637793","32.9174213797824",6.749,445531,95437.778216449
FALSE,"975624",0,"-96.8224897","32.8515198",10.4314,429728,102785.256381461
FALSE,"975627",0.0014591439688716,"-96.7505","32.8503",4.1529,520599,95123.7000553338
FALSE,"975633",0,"-95.1012625","29.7023897",10.9966,164562,79581.8605198771
FALSE,"975635",0,"-97.1093766856135","33.18581685",4.4346,188780,88573.0625359205
FALSE,"975639",0.00132528346340745,"-106.268674523041","31.7913864782734",10.8839,258061,65918.4742109251
FALSE,"975640",0.000581479866259631,"-106.5785206","31.8642562",10.0779,135422,85041.3809462829
TRUE,"975642",0.0401161256268145,"-97.4142433995788","32.72979805",8.479,317197,72212.3742634287
FALSE,"975645",0.0151660587444807,"-97.4118988396076","32.63055205",6.9724,236055,81272.7111874483
FALSE,"975648",0.0152821909517325,"-96.8638644","33.1777083",9.4933,270755,136975.146050147
FALSE,"975649",0.000514509158263017,"-96.8486441479282","33.15489705",14.4142,297715,136588.023446484
FALSE,"975650",0.00131790891785034,"-96.7345884081633","33.1744590510204",10.3734,328622,138181.481316676
FALSE,"975652",0.00239039179104478,"-94.808031733016","29.2772290634017",27.0642,51222,55243.1579285744
FALSE,"975654",0.00126262626262626,"-97.6992665496029","30.6335435",12.5836,111417,106985.665412561
FALSE,"975655",0.000182515057492243,"-97.6552","31.0865",17.0187,136886,63605.5885867466
FALSE,"975657",0.000383288616328095,"-95.3850693469388","29.7057753265306",4.176,528916,92509.3794438068
TRUE,"975662",0.107213330409998,"-95.2770","29.6170",5.243,376102,70578.9441702224
TRUE,"975664",0.0599117447386286,"-95.5333968","29.9500072",7.7572,438215,77963.2805196298
TRUE,"975665",0.0728400735294118,"-95.4097525","29.8218479",5.3419,499472,82640.045658865
FALSE,"975666",0,"-95.4012809","29.7703263",4.6577,571580,103324.901410369
FALSE,"975667",0.000216309755569976,"-95.6040613187494","29.77095575",7.7285,422078,80209.3146159249
FALSE,"975668",0.0016859344894027,"-95.1271329","29.6041464",24.3093,257810,85983.9665734889
FALSE,"975670",0.0144282794276782,"-95.5366658","29.7857504",9.3863,513102,84170.5418475927
TRUE,"975682",0.0236203090507726,"-95.5686","29.8906",5.1631,385453,78005.5427040186
FALSE,"975684",0.00509832483612527,"-95.8224790182499","29.77637225",4.0142,283990,124935.498970255
FALSE,"975685",0.00818754373687894,"-97.7458267978537","31.106948856471",13.1573,190212,58335.502049284
TRUE,"975686",0.291145833333333,"-95.2389122057104","30.0489604",7.2531,208782,101894.898682746
TRUE,"975687",0.0369456608894097,"-98.1483634163999","29.3650034363705",19.7002,23827,97022.116464515
FALSE,"975688",0.0190760446405398,"-95.4524","29.032854",10.8312,59257,85719.9836684813
TRUE,"975689",0.0287958115183246,"-97.965851","30.347087",16.116,92786,156853.020464188
TRUE,"975690",0.0219630709426628,"-99.4692","27.5665",10.0046,204454,64675.1462069942
TRUE,"975694",0.03125,"-95.0780","29.5400",3.4505,249585,108102.220709364
FALSE,"975698",0.00240148248997806,"-94.7546992857151","32.535739",163.5449,101416,64846.6321625105
FALSE,"975701",0.000927213722763097,"-94.6967528030303","31.3173965151515",2.8791,58106,53767.8437241794
FALSE,"975703",0.00300063171193936,"-95.5674618723565","30.21559635",11.6771,153949,154000.647417831
FALSE,"975704",0.00153741031773147,"-96.66543324963","33.16937935",8.93,312541,127023.816893168
FALSE,"975707",0.00990314506475133,"-102.159066272727","32.0116618888889",43.0116,132995,99225.4889214574
FALSE,"975709",0.000279407655769768,"-98.1625463801957","29.7174385372845",5.3986,99100,88482.8603629457
FALSE,"975711",0.000189537528430629,"-97.1933037417487","32.9031621",7.6799,300712,128010.235843633
FALSE,"975713",0.0117440548334517,"-102.347559666667","31.8760831515152",37.3833,138462,76213.6612977007
FALSE,"975716",0.000842105263157895,"-95.5027830552751","33.633218",21.8698,37642,51961.1482549224
TRUE,"975719",0.0711325966850829,"-95.2646736027843","29.5760849293042",3.4092,274068,87934.4528677829
TRUE,"975720",0.0573895378364652,"-95.3920355","29.5556265",12.0139,257052,98825.7919460062
FALSE,"975724",0.00499750124937531,"-96.7714522251875","33.07135925",5.8814,394609,119821.366419534
FALSE,"975725",0.00133570792520036,"-96.7368692142857","33.0854071428571",3.5591,400037,120015.163162475
FALSE,"975727",0,"-93.9789289042648","29.9348983800538",10.1518,126007,64655.9502278107
FALSE,"975729",0.0024390243902439,"-97.3153378680481","27.8844838350123",13.3624,27920,77348.852221248
TRUE,"975730",0.100503959683225,"-95.7469","29.6186",8.8477,228154,107587.35867398
FALSE,"975731",0.000624063904143784,"-95.7586","29.6192",4.4785,210002,103035.358357817
FALSE,"975734",0.00237341772151899,"-97.6403","30.5071",29.1867,315923,103936.741820717
FALSE,"975735",0.000475511174512601,"-100.512972104974","31.4271394192388",13.0286,83282,69761.0061670448
FALSE,"975736",0.0119472330540114,"-98.4481230000963","29.351812427209",15.603,273832,49139.7306320201
FALSE,"975738",0.0160054875957471,"-98.7016594496665","29.49083005",11.8184,370211,90787.8394035251
TRUE,"975742",0.0250755625209896,"-98.4251075794293","29.6464085531511",11.8843,218894,103188.85210172
FALSE,"975744",0.00255623721881391,"-98.6029764021122","29.61183605",9.4632,211140,99536.0152755474
TRUE,"975746",0.0474122141399341,"-98.7194123546143","29.5265488",24.1934,264095,98970.0859075707
TRUE,"975747",0.0528531337698784,"-98.5159100422469","29.6090154895523",17.8891,266759,92326.8884694604
FALSE,"975748",0.0161018732898337,"-98.7154488","29.485654",12.4707,346273,91455.1894798116
TRUE,"975749",0.0422651770408465,"-98.4591752307692","29.4900266923077",21.5701,383218,60752.9796159344
FALSE,"975750",0.0124676904363692,"-98.48870","29.45805",8.1927,452858,52279.2282876254
FALSE,"975751",0,"-97.9736719953787","29.8378944453049",13.5667,82783,59042.1066314332
TRUE,"975756",0.0202301635372502,"-97.1547953311881","32.9404627",10.9012,192593,159560.999303173
FALSE,"975761",0.00024612355402412,"-98.2242981645234","32.2102700099265",6.2012,30212,58057.5495360457
FALSE,"975763",0.000157720414278955,"-97.3571313469388","31.1009911020408",29.4277,91587,63783.7750783961
TRUE,"975765",0.0386143899400913,"-94.06674805","33.46317445",25.2113,55902,68153.6830737279
FALSE,"975767",0.00266454938163614,"-95.32254425","32.30411675",112.969,135038,65283.2256223437
TRUE,"975768",0.0578289414515694,"-95.32478425","32.2965085",10.8642,127731,66773.1639246932
FALSE,"975769",0.00017082336863683,"-96.9974802262208","28.8582124",7.2449,78910,64689.3080474313
FALSE,"975770",0,"−97.19157","31.53187",28.2519,0,NA
FALSE,"975772",0.0179328962591593,"-96.8387587015078","32.43280885",14.5074,71780,88404.09471777
FALSE,"975773",0,"-97.7850422653061","32.7318714693878",4.7795,64786,86176.216481956
FALSE,"975775",0.000284010224368077,"-93.779335795887","30.0840968532198",13.5911,47946,79304.7883698761
FALSE,"975778",0,"-96.5241080670084","33.021737178968",9.9359,147607,117569.544374592
TRUE,"975806",0.0468365426379036,"-98.71082045","29.44727185",18.7616,357552,84338.5809889173
TRUE,"975807",0.0222859377036361,"-97.035666875","33.04244890625",11.6441,235943,122348.55167385
FALSE,"975843",0.00788400543724513,"-97.6014","30.4560",16.1152,259894,96463.5003077092
FALSE,"975851",0,"-97.2881562250826","32.86155965",6.5346,367754,87624.4920962548
FALSE,"975852",0,"-96.6342129007683","32.810298822382",7.07,412640,65696.9325185185
FALSE,"975853",0.000246669955599408,"-96.5707486249543","32.90815905",6.39,276212,86485.1634474588
FALSE,"975854",0,"-97.2023117525252","32.671013530303",6.5369,296247,72465.5982425296
FALSE,"975855",0.000261096605744125,"-97.0158577101192","32.74102075",6.0973,301114,60329.5649676199
TRUE,"975856",0.100705943873104,"-96.5820289450105","33.3504926568786",24.0847,50662,94368.2037721293
FALSE,"975875",0.0111763863017624,"-95.0313113914817","29.65283325",9.0634,92051,97043.3088505285
TRUE,"975876",0.0416,"-95.4594391847351","29.7501599993868",9.6528,650390,103591.352529896
TRUE,"975877",0.0573675274774372,"-101.887641","33.5310206530612",11.7508,240223,68671.7923748298
TRUE,"975883",0.393389762192664,"-98.3907401946309","29.5634937986577",8.9438,321745,73086.035672552
TRUE,"975884",0.414108828692063,"-106.278818","31.697197",6.5573,258082,61012.4857832733
TRUE,"975886",0.212745120368051,"-95.84736145","32.57510315",41.4085,19354,70691.3706653112
FALSE,"975903",0.00444983818770227,"-98.21937105","26.2627569",7.6323,312484,60785.3757117691
FALSE,"975904",0,"-97.115894122449","33.1758153265306",7.2869,194245,91667.8838701105
TRUE,"975905",0.0818597429483309,"-95.7600","29.7600",12.4466,394285,115336.437684609
FALSE,"975907",0.000147514382652309,"-97.8306185222249","30.1685841326349",17.2076,286668,98526.9947993791
TRUE,"975912",0.330322287789378,"-98.63882","29.54641",10.8219,399425,81825.6697355843
TRUE,"975913",0.356241711157207,"-98.6698140551133","29.4406668894754",13.101,421497,75344.1255672605
FALSE,"975927",0,"-96.8314055816327","32.9973837040816",6.9952,443664,96352.2060814524
TRUE,"975930",0.515875,"-99.4805520952932","27.5985503514068",6.8455,144570,68964.1973878389
TRUE,"975931",0.275115014638227,"-98.6744470434994","29.5585796656624",7.6151,328339,90544.8068567613
TRUE,"975932",0.32001782829127,"-95.2458025","29.4008773139535",6.6017,65911,87055.5363444645
TRUE,"975933",0.319806845137242,"-95.2642170714286","29.5561054285714",6.2963,256078,93686.6966612965
TRUE,"975934",0.332651127534584,"-97.058105","28.040439",7.5472,18077,68787.644075982
FALSE,"975939",0.00899777282850779,"-94.9780841","29.8043362",15.6917,132690,71882.271262139
TRUE,"975947",0.495187870797627,"-95.1231668888889","29.6788228888889",7.2642,216707,76945.2590873029
FALSE,"975948",0,"-97.0479402655822","33.0715869636009",4.2934,239814,122695.158479073
FALSE,"975949",0,"-96.8975751025773","33.1702399457515",8.8013,249508,132796.932647917
FALSE,"975950",0,"-97.1282935085613","32.6910168",5.7662,414351,76139.6061235311
FALSE,"975957",0,"-96.8281412869266","33.0284965",8.9809,432992,104097.979204427
FALSE,"975959",0,"-97.3614261906208","32.74800485",5.9158,316602,63275.555246001
FALSE,"975960",0,"-97.7969535032044","32.7515964",5.5606,65568,87853.5637658614
FALSE,"975961",0.00124146492861577,"-96.5814675288374","32.74503215",7.7718,245259,62986.6743143404
FALSE,"975962",0.0002999400119976,"-97.792694","30.2353705",8.8035,403644,95450.0918416779
FALSE,"975963",0.00018385732671447,"-97.727009866242","30.241105",14.3718,385352,86117.4336457157
FALSE,"975964",0.000142918393597256,"-97.6985506819902","30.30085775",9.5729,415540,82199.6633837751
FALSE,"975968",0.00160067396798652,"-95.4480042965941","30.0702721224229",16.4749,343213,93039.1698169537
FALSE,"975969",0.000147557916482219,"-97.70700","30.44890",9.6576,392631,92065.4964128028
FALSE,"975970",0.000932214675722466,"-97.6656441194289","30.44356565",10.0417,352917,85992.2858904743
FALSE,"975979",0,"-96.7700456408361","33.1380636",2.7188,373179,136710.469482459
TRUE,"975982",0.0270820288040075,"-95.5825389446446","29.8804422745703",8.1868,378557,80296.9229627561
FALSE,"976000",0,"-96.7874805308744","32.84247735",5.2641,472004,102660.389378229
FALSE,"976001",0.00228664761126991,"-96.1261781805114","33.0898154",19.2994,43844,59618.478834048
FALSE,"976003",0.000275178866263071,"-97.2681794951852","32.87491165",4.9977,372171,97421.497497326
FALSE,"976004",0.0100931677018634,"-95.2493532841903","30.0704557892544",4.0749,170444,99368.870398488
FALSE,"976005",0,"-97.155701","32.881001",6.6775,334655,112257.548483825
FALSE,"976010",0,"-97.188262","32.83964825",6.4696,338962,94246.7626151951
FALSE,"976011",0,"-96.6102299659653","33.6017635",7.9304,56614,63615.2442675097
TRUE,"976012",0.0646671543525969,"-95.42889295","30.0212553",8.7255,372457,74369.7542894252
FALSE,"976027",0,"-96.9307843243243","32.6041113243243",7.4157,221898,75012.7595979287
TRUE,"976028",0.0260889292196007,"-95.1963439258348","29.92544815",6.2849,191010,93484.632242833
TRUE,"976029",0.0293533436327522,"-95.0578156428572","29.5423634897959",12.1465,209187,104478.901842104
FALSE,"976030",0,"-96.874266","32.589703",6.7344,256359,75776.4863469344
TRUE,"976031",0.0230659025787966,"-95.4139957447099","30.1242874448499",9.1623,223179,104218.533569858
FALSE,"976032",0.000444247001332741,"-98.4988652235454","29.6604173262087",3.765,177868,113594.821374409
FALSE,"976033",0,"-94.729027","31.302072",5.2635,56873,55524.664326904
TRUE,"976037",0.0293054605841555,"-98.2825994013085","29.6101128401707",8.7579,162832,93779.5196012628
TRUE,"976038",0.0239263189508459,"−98.156119","29.133578",12.022,0,NA
TRUE,"976046",0.296062028157519,"-98.1390","29.6980",2.3327,108530,86672.9383223919
TRUE,"976050",0.621173827576523,"-95.2479","30.1047",1.3478,125492,105125.034265316
FALSE,"976051",0.000536768652710682,"-96.684749","33.174073",3.3113,315938,131248.937492545
FALSE,"976054",0.000305157155935307,"-96.8061237","33.1226475",3.9201,360599,138230.193280198
FALSE,"976059",0,"-96.7338858","33.12596915",3.6283,408586,128459.46805712
FALSE,"976061",0.005906238464378,"-102.3800","31.8500",8.2876,135635,71282.9063686314
FALSE,"976068",0.00056980056980057,"-95.416819","29.717532",8.0152,600459,97574.249534559
TRUE,"976069",0.15187969924812,"-106.3134","31.7608",0.7575,354857,58980.2013535314
FALSE,"976074",0,"-96.6416763422781","32.8611967",5.9519,429750,72416.6925665782
FALSE,"976075",0,"-97.4025782190546","32.6636295832215",5.1948,318022,77692.1967957214
FALSE,"976076",0,"-96.8205772319168","32.95634855",4.8825,450858,90038.1960553702
FALSE,"976077",0,"-96.7693220247334","32.96372755",5.5044,476048,88931.4754198585
TRUE,"976083",0.28344153527859,"-97.5378","32.9935",8.3312,40199,80381.714246623
TRUE,"976093",0.248597400752787,"-95.3920715843282","32.47401425",23.2962,32062,71362.0752501367
FALSE,"976094",0.000532623169107856,"-95.3653339666774","29.5595390173141",3.6808,228206,102499.144837461
FALSE,"976095",0,"-97.7493433962404","30.397999",6.1063,364015,92173.9784138558
TRUE,"976096",0.0314055259996568,"-95.6175","29.5825",6.1646,274953,116820.677290549
FALSE,"976097",0.000605693519079346,"-95.4480477466074","30.0685004434036",2.1938,346229,92715.6910409381
TRUE,"976101",0.325652104336694,"-98.43535","29.34954",9.4493,240856,49490.6020741122
TRUE,"976103",0.375997871208089,"-95.4856128688196","29.9154017",4.3679,450239,60717.5680514282
TRUE,"976112",0.209756097560976,"-95.1876456800942","29.5098376302778",4.0715,219299,105866.907665898
TRUE,"976121",0.169030438749274,"-95.8461409387755","32.1752306326531",10.7044,25553,59602.7825961973
TRUE,"976122",0.302528651991996,"-95.4928608418094","29.6171659178509",3.0415,398351,71709.1835908718
FALSE,"976130",0.00193923723335488,"-97.9288329746568","29.8773778442032",7.3926,92765,54626.2138912489
FALSE,"976131",0.00112107623318386,"-97.122776","31.5527604",12.511,151779,46662.8662935799
FALSE,"976132",0.00246884552080884,"-97.2050","31.5060",13.7681,151004,66770.5285495957
FALSE,"976133",0.00261809903244166,"-97.4199197056856","31.118694916388",13.5977,114244,65773.1532748382
FALSE,"976145",0.00752975467573476,"-98.5499166948096","33.85733985",6.2385,81017,60919.1919332581
FALSE,"976146",0,"-96.8847425167563","33.0250085599925",2.2701,328147,101594.73046618
TRUE,"976147",0.329587289285022,"-94.7423891968828","32.54133465",8.4264,102616,64943.5026271649
TRUE,"976148",0.384510000913325,"-95.7465981633724","30.2169182316401",6.0293,52909,109691.381621363
TRUE,"976149",0.443371749230676,"-98.3353470080616","26.2312060126082",3.4669,219151,52471.9896808007
TRUE,"976150",0.419659070939019,"-98.3470715269778","29.4847309851042",14.5887,259804,64362.6366651897
TRUE,"976151",0.42795232936078,"-95.0346817916715","29.5106478152328",5.1222,178652,104370.739325406
TRUE,"976152",0.0206127080181543,"-95.6400","30.3075",7.117,57778,117958.954310507
FALSE,"976169",0.000156617071260767,"-99.4482858936251","27.5036445227129",13.0843,203783,56947.5898640075
FALSE,"976178",0.00114211127426986,"-95.1740","29.9980",9.3275,210002,109728.000280636
FALSE,"976179",0.00104384133611691,"-97.3458929898838","32.5173086923429",1.7974,119928,86026.6028815423
FALSE,"976180",0,"-96.9592285","32.83439305",1.8624,271963,69170.5327594877
FALSE,"976181",0,"-96.5959911168143","32.787417076416",4.6597,325548,64920.9369716228
FALSE,"976182",0.0165724312731527,"-99.4726817544156","27.5719698233767",16.7835,191882,64398.5732604492
FALSE,"976183",0.000173460537727667,"-98.055775625726","30.1952081620895",9.4533,54660,137448.676399561
FALSE,"976191",0.00263978881689465,"-94.6528287148985","31.6152391142259",8.6826,51882,50611.5232269468
FALSE,"976192",0.000529848110208407,"-101.904580117853","33.54832375",11.4511,258644,68667.1775209819
FALSE,"976193",0.0029445073612684,"-97.2541","32.7565",8.9809,293930,58520.916091826
FALSE,"976194",0.00578380534503391,"-95.2730328470802","32.3110791429283",10.496,129913,65132.8500675676
